Job_Name	Skillset	Location	Organization
Associate Consultant/ Consultant	finance, excel, retail analytics, segmentation, sas, correlation, financial...	Delhi NCR, Gurgaon	HuQuo Consulting Pvt. Ltd.
Sr Software Engineer	Data Warehousing, SQL Server, Top Management, ETL, Informatica...	Trivandrum	Power jobs
Package Solution Consultant: Oracle.Financials	SAS, Linear Regression, Excel, Ccar, Analytics, Time Series, Banking...	Delhi NCR, Gurgaon	HuQuo Consulting Pvt. Ltd.
Hyperion PBCS - Functional/ Techno- Functional Consultant	Ccar, Segmentation, Correlation, Excel, Statistics, Problem Solving, Strong...	Delhi NCR, Gurgaon	HuQuo Consulting Pvt. Ltd.
Manager - Products and Business Strategy	SQL, Idq, Data Modeling, Dashboards, Business Intelligence, Metrics...	Gurgaon	XL India Business Services Pvt. Ltd.
Axis Bank:risk Analytics Team - Consumer Banking (SM / AVP)	Excel, General Insurance, Analytical Research, Risk Analytics...	Gurgaon	XL India Business Services Pvt. Ltd.
Deloitte - Sr Executive/am/dm - Presentation Specialist - Mumbai	Marketing Analytics, Marketing Initiatives, SAS, Strategy, Direct Marketing...	Mumbai	UBS Business Solutions (India) Pvt. Ltd.
Instructor - Stock Advisor	SAS, Marketing Analytics, Statistical Modeling, Marketing Initiatives...	Mumbai	UBS Business Solutions (India) Pvt. Ltd.
is Hiring for Manager - Data Scientist/ Text Miner	Instrumentation, Tools, Analytical, Data management, Front end, HTML...	Chennai	Astrazenica India Pvt ltd
is Hiring for Manager - Hadoop  Spark ,bangalore	SAS, Predictive Modeling, SQL, Risk Analytics, Statistical Analysis, VBA...	Gurgaon	XL India Business Services Pvt. Ltd.
COE Lead	project management, project documentation, excel powerpoint...	Gurgaon	XL India Business Services Pvt. Ltd.
Associate - Financial Analysis - Estimations Design & Analysis	SEO, Digital Marketing, Google AdWords, Display Advertising, SEM...	Mumbai	MT Educare Ltd.
Data Analyst - SQL	credit management, risk analytics, credit risk, fraud control...	Bengaluru, Belgaum, Hosur	Altum Credo Home Finance Pvt Ltd
Business Analyst	SQL, Analytics, Statistics	Mumbai	Nearby Technologies Pvt Ltd
Chrome River Application Architect	marketing analytics, customer analytics, customer retention...	Chennai	Global Analytics India Pvt. Ltd
Business IT Specialist	c, python, c++, market risk, investment banking, model validation...	Mumbai	Edge In Asia Recruitment Pvt. Ltd
Data Scientist	logistic regression, cluster analysis, sas sql, r, regression analysis...	Gurgaon(Sohna Road)	McKinsey Knowledge Centre India Pvt Ltd
Service Production Support Specialist	Sales, Product Launch, Competitor Analysis, Stores Maintenance...	Mumbai	Infiniti Retail Ltd.
Junior Analyst	data visualization, excel powerpoint, power bi, tableau...	Bengaluru	Dell International Services India  Private Limited
AI / Deep Learning Trainer	SEO, Search Engine Optimization, Page, Channel Sales, SQL, Omniture...	Bengaluru	Dell International Services India  Private Limited
Business Analyst - Ecommerce	seo, google analytics, web analytics, search engine optimization...	Mumbai	Adsert Web Solutions Pvt Ltd
Corporate Training - Marketing Freshers	Compensation, Benefits, HR Analytics, Marketing, Sales, Mba, Incentives...	Noida(Sector-126 Noida)	NIIT Technologies Ltd.
Business Development Manager - Bangaluru	Digital Marketing, Digital Strategy, Digital Analytics, SEO, SEM...	Bengaluru(2nd Phase JP Nagar)	Digiligo
Data Analyst,	SEO Analysis, Google AdWords, Google Analytics, Page, CPC, Google pins...	Chennai(Perungudi)	T2S Software Solutions Pvt. Ltd.
Social Media Manager	Segmentation, Communication Skills, Commercial analytics...	Bengaluru	People First Consultants Pvt Ltd
Analytical Excel Specialist	SEO Analysis, Link Building, Keyword Research, Internet Marketing...	Chennai(Anna Nagar)	Netpros LLC
Data Analyst-ministry of Rural Development (2 yr Contract with Nisg)	MIS Reporting, Advanced Excel, Analytics, VLOOKUP, Pivot, excel	Delhi NCR	Indian Health Organisation Pvt. Ltd.
Digital Marketing Manager --with a CMMi Level 5 Company	data scientist, data science, analytics, tableau, bi	Navi Mumbai	UBS Business Solutions (India) Pvt. Ltd.
Netezza Developer	google adwords, google analytics, ppc, PPC campaigns, MSN	Bengaluru	GVMS Infotech Private Limited
Client Svc Ops Spclst, Sr Assc	SEO Executive, Search engine marketing, google analytics, web analytics...	Chandigarh, Mohali	Cogneesol Pvt Ltd
Data Analyst	rwa, basel ii, regulatory reporting, Risk weighted assets, Base lII, credit...	Bengaluru	People First Consultants Pvt Ltd
Walk in for RPA Automation Anywhere - 03 March 	people management skills, pharma pricing, pharma pricing analytics, pricing...	Bengaluru	People First Consultants Pvt Ltd
Data Scientist / Machine Learning	pharmaceutical analytics, pharma analytics, segmentation, targeting...	Bengaluru	People First Consultants Pvt Ltd
MBA Freshers for IT Inside Sales Executive / IT Field Sales Executive	Technical skills, SAP, Tools, Web development, Analytics, metadata, SQL...	Bengaluru	Shell India Markets Private Limited
Java Architect	Recruitment, Analytics, MS Access, Automation, data integrity...	Gurgaon	GBT India Private Limited
Opening for Executive (excel Macros) - Andheri	rwa, basel ii, regulatory reporting, Risk weighted assets, Base lII, credit...	Bengaluru	People First Consultants Pvt Ltd
Hadoop Developer	ux testing, User Analytics, Uses of Analytics in User - Experience	Noida	Bold Technology Systems Private Limited
Research Management- Associate / Senior Associate	MIS, MIS Analytics, MIS Management, MIS reporting, MIS report...	Chennai	People First Consultants Pvt Ltd
Big Data Developer,	Commercial analytics, Pharma analytics, Pharma pricing, market access, HEOR...	Bengaluru	People First Consultants Pvt Ltd
Engineer (pl/sql)	mba, event management, operations, service, development, analytics...	Bengaluru	Confidential
Microstrategy Developer/senior Developer	Automation, Financial planning, Accessories, Tools, Coaching, cxo, SAN, C2C...	Bengaluru	The Network - eBay
Deputy Manager- Finance and Accounts	Instrumentation, Transition, Workflow, Microstrategy, Adobe, Front end...	Bengaluru	Confidential
Data Operations Specialist	Keyword Research, SEO, BLOGGING, link building, communication skills...	Bhilai/Bhillai	Globussoft
is Hiring for Manager - Database, Bangalore	Analytics, Data analysis, MS Access, Client management, Analytical, Charts,...	Bengaluru	Confidential
is Hiring for Manager - ETL, Bangalore	Analytics, Talent acquisition, Tracking, Training and Development, Business...	Mumbai	Gartner India Research & Advisory Services Pvt Ltd
is Hiring for Manager - Dashboarding  Reports, Bangalore	SQL, SSIS, SDLC, Database design, Analytics, Data mining, Data modeling...	Bengaluru	Confidential
Business Analyst	SQL, Teradata, OOAD, Workflow, Analytics, Tools, Hbase, Analytical...	Bengaluru	Confidential
Associate -financial Analysis - Estimations Design & Analysis	CSS, DHTML, ExtJS, Java, XML, HTML, Javascript, Adobe Analytics, Aem, XSLT,...	Bengaluru, Noida	Confidential
Associate Crop Analyst	Web Analytics, Sitecatalyst, Reporting, Customer Interaction...	Bengaluru	Confidential
Aso/consultant - Data Scientist and Machine Learning (3-8 Years)	digital marketing, display advertising, facebook marketing, seo...	Faridabad	Practice Builders
Jr. Officer MIS (gurgaon)	Sales, Presales, Solutioning, Solution Design, Digital Marketing...	Bengaluru	Confidential
Manager - Portfolio Management Analytics | JLT India Pvt Ltd	seo, smm, sem, smo, google adwords, content writing, e - commerce marketing...	Hyderabad(Masab Tank)	ADROIT NEO TECH SOLUTIONS PRIVATE LIMITED
Business Analyst	SEO, SEM, SMM, Digital Marketing, Web Analytics, Web Technologies...	Bengaluru	AMSI TECHNOLOGIES
Associate Manager - Healthcare - Syndicated	stored , analytics, triggers, data analysis, synthesis, client management...	Bengaluru	Confidential
Senior Statistical Analyst - Analytics	HTML, Microsoft Dynamics, Outsourcing, Email, RCA, Operations, Linkedin...	Gurgaon	Accenture
Business Analyst	SQL, SSIS, SDLC, Database design, Analytics, Data mining, Data modeling...	Bengaluru	Confidential
Hadoop/ Spark Developer - Spark SQL Streaming	SQL, data manipulation, Business Executive, Business understanding, tableau...	Bengaluru	Confidential
Marketing Data Analyst / Market Research Analyst	SQL, Python, SAS, Algorithms, Analytics, Cloud computing, Analytical...	Bengaluru	Confidential
Business Analyst/ Senior Business Analyst - Edi/wtx	CSS, DHTML, ExtJS, Java, XML, HTML, Javascript, Adobe Analytics, Aem, XSLT,...	Bengaluru, Noida	Confidential
MMX Modeler	International Call Center, Customer Service, Voice Process, Phone Banking...	Hyderabad	Synchrony International Services Private Limited
Associate Consultant- Analytics	SEO, SMO, Google Analytics, Internet Marketing, Twitter, HTML, Facebook...	Delhi(Rajouri garden)	Taneja and Company Private Limited
Senior Data Analyst	data modeling, data warehousing, data architecture, predictive analytics...	Mumbai	Rolta India Limited
Business Analyst	SQL, Project management, Team management, Client management, QlikView...	Bengaluru	Confidential
Urgently Required- Business Analyst (2-5 yrs)	Financial Reporting, Accounting, Finance, Finance Planning...	Gurgaon	XL India Business Services Pvt. Ltd.
Hiring for Visualization Specialist-senior Analyst	Project Management, IT Program Management, Finance, PMO, Risk Management...	Kochi	EYGBS (India) Private Limited
Senior Quality Analyst - (mcare)	Project Management, IT Program Management, Finance, PMO, Risk Management...	Kochi	EYGBS (India) Private Limited
IT Marketing Manager	Project Management, PMI, PMP, CAPM, Scope Management, Program Management...	Kochi, Trivandrum	EYGBS (India) Private Limited
Industry Research Analyst	Project Trainee, CAD, Ansys, Automotive, Abaqus, Aerospace, Tools...	Delhi	Altair Engineering
Marketing Business System Analyst, 2	Consulting, Analytics, Monitoring, Automotive, Aerospace, Visualization...	Bengaluru	Altair Engineering
MIS Analyst	Teradata, Analytics, metadata, Time series, OBIEE, Data modeling...	Bengaluru	Confidential
Business Analyst - BKC Mumbai	marketing analytics, b2b sales, branding, sales forecasting...	Mumbai	Premium
Business Analyst	Predictive Modeling, Data Analytics, Data Analysis, Correlation, Statistics...	Bengaluru, Chennai, Hyderabad	Career Guideline services India Pvt. ltd
Manager Enterprise Sales	Digital Marketing, Social Media Marketing, Online Marketing, Google AdWords...	Delhi NCR	CORPORATE ACCESS
Commercial Executive	SEO, Digital Marketing, SEM, Keyword Research, PPC, SMO, Content Marketing,...	Mumbai	Intellectual Capital Hr Consulting Pvt Ltd
Associate Vice President - Finance	Digital Marketing, Social Media Marketing, SEO, SEM, Google AdWords, Google...	Indore, Noida	Impetus Infotech ( India ) Pvt. Ltd.
Business Analyst/ Senior Business Analyst - SAS Analytics	data analytics, statistics, python, r, matlab, algebra, Analysis, reporting	Kochi	Futuristic Process Solutions Private Limited
Associate Vice President - Insurance Analytics - SAS	Retail, Apparel, Clothing, Data Analytics, Data Analysis, Sales...	Mumbai	Adosis Manpower Solutions
Senior Business Analyst - R Programmer - Analytics KPO	Analytics, Data analysis, Python, Visualization, Algorithms, Text mining...	Bengaluru	Confidential
Assistant Manager/manager - Qulickview/tableau - Data Visualization	Digital Marketing, Search Engine Marketing, Google AdWords, SEM...	Noida	Amity University (a unit of Ritnand BalvedEducation Foundation)
Technology Lead	machine learning, python, predictive analytics, spark, algorithms...	Hyderabad	Invesco (India) Pvt Ltd
Financial Analyst	marketing management, design & development, promotion, branding, media...	Mumbai(Nariman Point)	Fast Growing FMCG Co.
Wind Resource Analyst	Google Analytics, Digital Marketing, SEO, Product Marketing...	Hyderabad	JIVA Internet Solutions Pvt Ltd
Urgently Required MS Dynamics CRM Functional Consultant	marketing initiatives, analytics, buyer merchandiser, aesthetic sense...	Mumbai, Navi Mumbai	House of Anita Dongre Limited
Business Analytics (MBA in Finance + Be/b.tech)	Business Analysis, Strategy, Consulting, Profitability, Analytics, Pricing,...	Pune	Eaton Technologies Pvt. Ltd.
Executive / Sr. Executive - Data Analytics	HTML, Javascript, Html5, Karma, SEO, Front End, Web Analytics...	London	QUEST Global Engineering Pvt Ltd.
Analytics Manager	excel, sql, vba, macros, process flow, order processing, Analytics...	Mumbai(Lower Parel)	CeX WeBuy Entertainment Pvt.Ltd
Manager - Customer Insights	SQL, data manipulation, Business Executive, Business understanding, tableau...	Bengaluru	Confidential
Seeking a Data Science (python Only) Resource 1-3 Years | Noida	HR Analytics, Recruitment, HRIS, Hr Reporting, Analytics Reporting...	Bengaluru	Tredence Analytics Solutions Private Limited
Product Sales Specialist- IT Security Products	Project Management, Customer Engagement, Campaign Management...	Bengaluru	ALTEN CALSOFT LABS (INDIA) PRIVATE LIMITED
Business Development Executive	digital marketing, SEO, Digital Marketing Manager...	Kolkata(Minto Park)	WSE Group
Data Scientist	Predictive Analytics, Business Analysis, SQL, Data Science...	Bengaluru	Adobe Systems India Pvt. Ltd.
Business Journalist / Analyst	Marketing Management, Promotions, Marketing Analytics, Ad Trafficking...	Kolkata	Laranya Infoedge Pvt. Ltd.  (Rupa & Co.)
Hiring for Web Analyst (night Shift) for our Ahmedabad Team	Digital Marketing, Sales Executive Activities, Online Marketing...	Noida	Adobe Systems India Pvt. Ltd.
Immediate Opening for Oracle HRMS Functional-hyderabad(uppal)	Business analysis, Analytics, Risk management, Data management, Monitoring,...	Bengaluru	Shell India Markets Private Limited
Analyst - Performance Management	Unix, Linux, Perl, Windows, Python, Network security, Service, Analytics...	Bengaluru	Shell India Markets Private Limited
Project Coordinator	Recruitment, Service, English, Troubleshooting, Logistics management...	Gurgaon	GBT India Private Limited
Senior Data Scientist	Logistics, Analytics, Talent acquisition, Tracking, Scheduling...	Gurgaon	Gartner India Research & Advisory Services Pvt Ltd
Decision Analytics Associate Consultant - Forecasting	SEO, Digital Marketing, PPC, Digital Advertising, Copy Writing...	Gurgaon	Satguru Overseas
